,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content
175,englewood,,2016-03-05 03:51:14,0,0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/RKD0angC1w
176,englewood,,2016-03-05 03:45:13,0,0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/wOREPdDODw
177,englewood,,2016-03-05 03:26:42,0,0,Heads up. https://t.co/8fFov9ml48
178,englewood,,2016-03-05 03:06:52,0,0,Be forewarned https://t.co/tKS6NQmrjf
179,englewood,,2016-03-05 02:35:02,0,2,RT @angie_fly_girl: @jexaminerai @rj_deacon @Parker9_ wow. I am FROM #Chicago Englewood is no joke! @BernieSanders @SenSanders is the real …
180,englewood,,2016-03-05 02:31:59,0,2,RT @angie_fly_girl: @jexaminerai @rj_deacon @Parker9_ wow. I am FROM #Chicago Englewood is no joke! @BernieSanders @SenSanders is the real …
181,englewood,,2016-03-05 01:47:32,0,0,"Just posted a video @ Chicago (Englewood neighborhood), Illinois https://t.co/i9nuQ7tnEi"
182,englewood,,2016-03-05 01:44:35,2,2,@jexaminerai @rj_deacon @Parker9_ wow. I am FROM #Chicago Englewood is no joke! @BernieSanders @SenSanders is the real deal
183,englewood,,2016-03-05 01:26:03,0,0,"Well until they have the Gatorade/Powerade checkpoints, I'm good! https://t.co/8eVb7ZFKZ6"
184,englewood,,2016-03-05 00:21:10,0,0,For Updates &amp; more... Visit LouDGangUSA https://t.co/0dh6Kl7see #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT
185,englewood,,2016-03-04 23:52:32,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
186,englewood,,2016-03-04 23:18:33,0,0,@hoosierworld @eshaLegal @ChantaBSN But blacks in middle class Hyde Park in Chicago get treated by cops like those in Englewood.
187,englewood,,2016-03-04 22:53:24,0,0,Be careful driving on the Dan Ryan Saturday night!! https://t.co/zChr24ioFY
188,englewood,,2016-03-04 22:21:47,0,0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/0LvjKswNFE
189,englewood,,2016-03-04 21:11:50,0,6,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…"
190,englewood,,2016-03-04 21:11:34,0,6,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…"
191,englewood,,2016-03-04 21:10:51,0,6,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…"
192,englewood,,2016-03-04 21:06:39,0,0,Police Plan DUI Checkpoint on Dan Ryan Saturday Night - Englewood - https://t.co/ZIay75KUFE Chicago https://t.co/ceAAIu1T1W
193,englewood,,2016-03-04 20:04:06,0,0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/oIS78Nf8UC"
194,englewood,,2016-03-04 19:19:20,0,0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq'  https://t.co/zJ3GRGiNWd via @DNAinfoCHI"
195,englewood,,2016-03-04 18:14:00,0,1,RT @evanFmoore: Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/WbRjwYn8yD
196,englewood,,2016-03-04 18:12:12,0,1,Police Plan DUI Checkpoint on Dan Ryan Saturday Night via @DNAinfoCHI https://t.co/WbRjwYn8yD
197,englewood,,2016-03-04 18:07:42,0,1,"RT @WVON1690: Vernard Gilmore, Alvin Ailey Dancer and Chicago Native who grew up in Englewood and graduate from Curie H.S.... https://t.co/…"
198,englewood,,2016-03-04 17:52:35,2,1,"Vernard Gilmore, Alvin Ailey Dancer and Chicago Native who grew up in Englewood and graduate from Curie H.S.... https://t.co/ERNMwY8wXh"
199,englewood,,2016-03-04 17:40:23,0,0,"Cнecĸ Oυт New FEASTIN @perklive @loudgangusa @ Englewood, Chicago https://t.co/2sMSfDNofx"
200,englewood,,2016-03-04 17:38:48,0,0,Why always on Southside???Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/SXeLl5ebjf via @DnainfoCHI
201,englewood,,2016-03-04 17:08:29,0,0,Mom dukes from Englewood pops was from south Chicago
202,englewood,,2016-03-04 16:53:12,0,0,General Soreness is the pound-for-pound worst reader in Chicago. #Englewood #Chiraq #illiteracy https://t.co/l3swZbnPbZ
203,englewood,,2016-03-04 16:34:06,0,6,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…"
204,englewood,,2016-03-04 16:17:12,0,0,"Retweeted Jonathan Brooks (@PastahJ):

Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI... https://t.co/ChWCqe9HJM"
205,englewood,,2016-03-04 16:17:07,0,6,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…"
206,englewood,,2016-03-04 15:58:13,0,0,#GreatinEnglewood - Get Informed - Englewood Village Meeting - March 15th https://t.co/cuP0Hc0pTv via @everyblock
207,englewood,,2016-03-04 14:50:39,0,3,RT @CSTbreaking: 70-year-old woman dies more than two months after Englewood fire https://t.co/0o4zog6kbh
208,englewood,,2016-03-04 13:41:16,0,0,Still have to decide what fire house I want to ride with 💭 Englewood or Downtown Chicago...
209,englewood,,2016-03-04 12:23:07,0,0,"River North Woman Invests In Englewood's Renewal 
Great story by @SuzanneLeMignot 
https://t.co/bVXAND6sqY
#Chicago #IGrowChicago"
210,englewood,,2016-03-04 10:46:25,0,22,"RT @w_h_thompson: Two homicides within the last hour or so - #Ravenswood &amp; #Englewood. 

#Chicago #ChicagoScanner"
211,englewood,,2016-03-04 09:23:16,0,0,"354 W Normal Pkwy, Englewood, #Chicago #architecture https://t.co/Rha6s4eGQz"
212,englewood,,2016-03-04 08:11:22,0,0,chicagonewsnow: River North Woman Invests In Englewood’s Renewal https://t.co/ZUqsBFRGq2 #chicago https://t.co/qXsTNvrTWu
213,englewood,,2016-03-04 08:10:22,0,0,chicagonewsnow: River North Woman Invests In Englewood’s Renewal https://t.co/MjA6WDqbT1 #chicago https://t.co/7PnBUZ76Vz
214,englewood,,2016-03-04 08:03:19,0,5,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo
215,englewood,,2016-03-04 07:59:09,1,1,River North Woman Invests In Englewood’s Renewal https://t.co/6AMVXBeT6c #chicago https://t.co/Hk8uF1Cuk9
216,englewood,,2016-03-04 04:46:50,0,5,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo
217,englewood,,2016-03-04 04:38:04,0,5,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo
218,englewood,,2016-03-04 04:18:20,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
219,englewood,,2016-03-04 04:13:54,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
220,englewood,,2016-03-04 03:53:55,2,0,Man if Donald Trump grew up in the Englewood community of Chicago he'd be a hood legend! I've seen guys like him before.
221,englewood,,2016-03-04 03:46:59,0,0,chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/SGJ0Xa6j9V #chicago https://t.co/SwsjvRb10f
222,englewood,,2016-03-04 03:45:51,0,0,chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/8nL6VS6pl8 #chicago https://t.co/6Pxcu2IdBs
223,englewood,,2016-03-04 03:43:17,0,5,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo
224,englewood,,2016-03-04 03:39:22,0,5,RT @chicagonewsnow: Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo
225,englewood,,2016-03-04 03:35:38,0,5,Police Plan DUI Checkpoint on Dan Ryan Saturday Night https://t.co/kAvMSQJDnq #chicago https://t.co/Wly9zFsqKo
226,englewood,,2016-03-04 03:22:40,0,0,"@SpikeLee It took a bro from another state to ""Call it like it Is"" Thanks Spike! ❤️Calls Chance the Rapper 'Fraud https://t.co/ZK29OtlOVZ #"
227,englewood,,2016-03-04 03:07:35,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
228,englewood,,2016-03-04 02:56:34,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
229,englewood,,2016-03-04 02:54:56,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
230,englewood,,2016-03-04 02:25:11,0,4,"RT @jwanhall: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8"
231,englewood,,2016-03-04 02:24:58,0,1,RT @WBBMNewsradio: Did you read this story? River North Woman Invests In Englewood's Renewal https://t.co/hVqSBwmOYC via @SuzanneLeMignot
232,englewood,,2016-03-04 02:24:52,0,4,"RT @jwanhall: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8"
233,englewood,,2016-03-04 02:23:22,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
234,englewood,,2016-03-04 02:21:02,0,1,Did you read this story? River North Woman Invests In Englewood's Renewal https://t.co/hVqSBwmOYC via @SuzanneLeMignot
235,englewood,,2016-03-04 02:16:35,0,4,"RT @jwanhall: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8"
236,englewood,,2016-03-04 02:13:22,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
237,englewood,,2016-03-04 02:13:04,0,3,RT @WBBMNewsradio: River North Woman Invests In Englewood's Renewal https://t.co/0kp0SZiBYw @SuzanneLeMignot
238,englewood,,2016-03-04 02:12:24,0,3,RT @WBBMNewsradio: River North Woman Invests In Englewood's Renewal https://t.co/0kp0SZiBYw @SuzanneLeMignot
239,englewood,,2016-03-04 01:28:26,0,1,"RT @SorenHough: The full story on #BernieSanders and the fight for black rights in Englewood, Chicago: https://t.co/p1uijaUjjH #NotMeUs"
240,englewood,,2016-03-04 01:27:05,2,1,"The full story on #BernieSanders and the fight for black rights in Englewood, Chicago: https://t.co/p1uijaUjjH #NotMeUs"
241,englewood,,2016-03-04 01:20:45,3,4,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' https://t.co/rbSLqMJkt8"
242,englewood,,2016-03-04 00:55:27,0,0,I wasn't  aware there were so many bars on that stretch of the Dan Ryan #WhatAboutWickerPark &amp;Bucktown  @DNAinfoCHI https://t.co/szJixJ2h7f
243,englewood,,2016-03-04 00:27:11,0,239,RT @thickred3x: Part 1 of some Chicago Southside Englewood shit @kingLongLeg Loft! My camara man the shit... https://t.co/NfVtFqcdZL
244,englewood,,2016-03-04 00:22:08,2,0,For Updates &amp; more... Visit LouDGangUSA https://t.co/cwgVEzFGh8 #LouDGangUSA #Chicago #music #Englewood #rap #hiphop #greencrack #RT
245,englewood,,2016-03-04 00:10:06,0,0,River North Woman Invests In #Englewood’s Renewal: (CBS) – A River North woman spent two… https://t.co/OuoroXnZCn
246,englewood,,2016-03-04 00:09:00,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
247,englewood,,2016-03-04 00:02:55,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
248,englewood,,2016-03-03 23:50:18,0,0,River North Woman Invests In Englewood’s Renewal - https://t.co/61XxOrEfGL
249,englewood,,2016-03-03 23:49:03,0,3,RT @WBBMNewsradio: River North Woman Invests In Englewood's Renewal https://t.co/0kp0SZiBYw @SuzanneLeMignot
250,englewood,,2016-03-03 23:44:06,2,3,River North Woman Invests In Englewood's Renewal https://t.co/0kp0SZiBYw @SuzanneLeMignot
251,englewood,,2016-03-03 22:25:49,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
252,englewood,,2016-03-03 22:15:14,0,4,"RT @DNAinfoCHI: Spike Lee slams critics — including @ChancetheRapper — during ""Chi-Raq"" screening  https://t.co/ltPVAFcS4T https://t.co/bWx…"
253,englewood,,2016-03-03 22:13:50,0,3,RT @CSTbreaking: 70-year-old woman dies more than two months after Englewood fire https://t.co/0o4zog6kbh
254,englewood,,2016-03-03 22:12:50,0,6,"RT @PastahJ: Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t…"
255,englewood,,2016-03-03 22:08:41,0,4,"RT @DNAinfoCHI: Spike Lee slams critics — including @ChancetheRapper — during ""Chi-Raq"" screening  https://t.co/ltPVAFcS4T https://t.co/bWx…"
256,englewood,,2016-03-03 21:53:14,3,6,"Great article about #goodinenglewood ""Flint Lives Matter"" in @DNAinfoCHI today.  Join @CanaanLoveGP in our response! https://t.co/hIFY02EnC3"
257,englewood,,2016-03-03 21:45:51,0,10,RT @Food_Tank: Cafe hopes to build up Chicago's #Englewood with healthier food: https://t.co/mUCSG3dmuL @chicagotribune https://t.co/8Wok4E…
258,englewood,,2016-03-03 21:38:14,0,0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/BfPAMtrHtH"
259,englewood,,2016-03-03 21:26:33,0,4,"RT @DNAinfoCHI: Spike Lee slams critics — including @ChancetheRapper — during ""Chi-Raq"" screening  https://t.co/ltPVAFcS4T https://t.co/bWx…"
260,englewood,,2016-03-03 21:21:19,0,3,RT @CSTbreaking: 70-year-old woman dies more than two months after Englewood fire https://t.co/0o4zog6kbh
261,englewood,,2016-03-03 21:20:10,1,3,70-year-old woman dies more than two months after Englewood fire https://t.co/0o4zog6kbh
262,englewood,,2016-03-03 21:19:59,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
263,englewood,,2016-03-03 21:16:15,0,4,"RT @DNAinfoCHI: Spike Lee slams critics — including @ChancetheRapper — during ""Chi-Raq"" screening  https://t.co/ltPVAFcS4T https://t.co/bWx…"
264,englewood,,2016-03-03 21:15:13,3,4,"Spike Lee slams critics — including @ChancetheRapper — during ""Chi-Raq"" screening  https://t.co/ltPVAFcS4T https://t.co/bWxftX7zwi"
265,englewood,,2016-03-03 21:11:35,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
266,englewood,,2016-03-03 21:07:06,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
267,englewood,,2016-03-03 20:58:08,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
268,englewood,,2016-03-03 20:50:06,0,0,"In Englewood, railroad presses on with freight yard project - Chicago Tribune #freight https://t.co/UnsK82Wz4R"
269,englewood,,2016-03-03 20:29:34,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
270,englewood,,2016-03-03 20:23:15,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
271,englewood,,2016-03-03 20:18:07,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
272,englewood,,2016-03-03 20:11:51,0,0,"You can do it!!! Let's go champ!!! @ Chicago (Englewood neighborhood), Illinois https://t.co/W1NSw0dHEp"
273,englewood,,2016-03-03 20:02:05,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
274,englewood,,2016-03-03 20:01:49,0,0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/tiwr4T1Mwf"
275,englewood,,2016-03-03 19:54:43,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
276,englewood,,2016-03-03 19:53:16,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
277,englewood,,2016-03-03 19:49:52,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
278,englewood,,2016-03-03 19:47:05,0,0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' - DNAinfo https://t.co/6w6jcC795E"
279,englewood,,2016-03-03 19:45:42,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
280,englewood,,2016-03-03 19:43:42,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
281,englewood,,2016-03-03 19:43:34,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
282,englewood,,2016-03-03 19:37:01,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
283,englewood,,2016-03-03 19:36:59,0,0,"@LaurenceWHolmes  Spike Lee calls Chance The Rapper a ""fraud,"" rips local critics of #Chiraq https://t.co/Pn2N5uraW8 https://t.co/vTj65lTc70"
284,englewood,,2016-03-03 19:36:46,0,0,"@goldietaylor  Spike Lee calls Chance The Rapper a ""fraud,"" rips local critics of #Chiraq https://t.co/Pn2N5uraW8 https://t.co/vTj65lTc70"
285,englewood,,2016-03-03 19:36:38,0,0,"@Nettaaaaaaaa  Spike Lee calls Chance The Rapper a ""fraud,"" rips local critics of #Chiraq https://t.co/Pn2N5uraW8 https://t.co/vTj65lTc70"
286,englewood,,2016-03-03 19:36:33,0,0,"@ShaunKing  Spike Lee calls Chance The Rapper a ""fraud,"" rips local critics of #Chiraq https://t.co/Pn2N5uraW8 https://t.co/vTj65lTc70"
287,englewood,,2016-03-03 19:36:27,0,0,"@deray Spike Lee calls Chance The Rapper a ""fraud,"" rips local critics of #Chiraq https://t.co/Pn2N5uraW8 https://t.co/vTj65lTc70"
288,englewood,,2016-03-03 19:33:35,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
289,englewood,,2016-03-03 19:31:53,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
290,englewood,,2016-03-03 19:30:08,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
291,englewood,,2016-03-03 19:29:40,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
292,englewood,,2016-03-03 19:29:13,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
293,englewood,,2016-03-03 19:27:40,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
294,englewood,,2016-03-03 19:26:55,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
295,englewood,,2016-03-03 19:25:05,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
296,englewood,,2016-03-03 19:23:57,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
297,englewood,,2016-03-03 19:22:52,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
298,englewood,,2016-03-03 19:20:24,0,3,RT @d_holli: South Side Chicago Struggles with Abandoned Buildings: Demolish or Rehab? https://t.co/yqIiCevrMU localw weigh in via @AndreaV…
299,englewood,,2016-03-03 19:17:59,0,0,"Thought-provoking Q&amp;A at @NorthwesternU about #chiraqthemovie with @SpikeLee last night--https://t.co/hxv7NSD9tS, https://t.co/wPoutKMmRr"
300,englewood,,2016-03-03 18:54:31,0,3,RT @d_holli: South Side Chicago Struggles with Abandoned Buildings: Demolish or Rehab? https://t.co/yqIiCevrMU localw weigh in via @AndreaV…
301,englewood,,2016-03-03 17:49:55,0,5,"RT @stonedefenselaw: Man Was Drunk As He Blew Red Light, Caused Crash That Ejected Kids: Police https://t.co/AIf5L1sfau"
302,englewood,,2016-03-03 17:45:58,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
303,englewood,,2016-03-03 17:36:26,0,0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/KqEfpNbClU"
304,englewood,,2016-03-03 17:30:10,0,2,"RT @AJamaal96351: One person was fatally shot by Chicago police Sunday in the West Englewood neighborhood on the city's South Side, police …"
305,englewood,,2016-03-03 17:07:13,0,2,"RT @dnainfo_breen: @ShaunKing Spike Lee Calls Chance The Rapper 'Fraud,' Rips Local Critics of 'Chiraq' https://t.co/9JJ1sMQJ6d https://t.c…"
306,englewood,,2016-03-03 17:05:11,1,0,"Good write up about efforts to support residents in Flint, MI - Check it out! https://t.co/hF91DoSPQQ https://t.co/PCaqD2QKrE"
307,englewood,,2016-03-03 17:02:32,0,2,"RT @dnainfo_breen: @ShaunKing Spike Lee Calls Chance The Rapper 'Fraud,' Rips Local Critics of 'Chiraq' https://t.co/9JJ1sMQJ6d https://t.c…"
308,englewood,,2016-03-03 16:42:51,0,0,#GreatinEnglewood - Englewood Groups Unite to Help Flint Water Crisis Victims via @DNAinfoCHI https://t.co/w8GnVHOpl9
309,englewood,,2016-03-03 16:40:35,0,0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/gQ14PpG9Lq"
310,englewood,,2016-03-03 16:39:38,0,0,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/E9SAcnPIhb"
311,englewood,,2016-03-03 16:37:18,0,0,TIF Thursdays - How Would Rate the Use of the Englewood Neighborhood TIF? https://t.co/A26fhsXaes via @everyblock
312,englewood,,2016-03-03 16:20:04,0,2,"RT @evanFmoore: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/CaD5RTfuxL"
313,englewood,,2016-03-03 16:19:58,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
314,englewood,,2016-03-03 16:18:35,1,0,"""We have to be able to listen to other people and respect their views."" Too bad Spike Lee didn't get that message https://t.co/2YJtLgkXGM"
315,englewood,,2016-03-03 16:15:04,0,2,"RT @evanFmoore: Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/CaD5RTfuxL"
316,englewood,,2016-03-03 16:13:01,0,2,"Spike Lee Calls Chance the Rapper 'Fraud,' Rips Local Critics of 'Chi-Raq' via @DNAinfoCHI https://t.co/CaD5RTfuxL"
317,englewood,,2016-03-03 15:56:07,1,0,So now you can't go to a memorial w/o getting shot? That's Chi-Whack https://t.co/C3iaIbQxWV
318,englewood,,2016-03-03 15:54:56,0,0,I find it amusing that Spike Lee is so insistent on telling Chicagoans how to feel about their own city. https://t.co/0c3nwApw18
319,englewood,,2016-03-03 15:51:14,0,0,ENGLEWOOD chicago create savages Oms
320,englewood,,2016-03-03 15:49:29,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
321,englewood,,2016-03-03 15:38:56,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
322,englewood,,2016-03-03 15:34:20,0,60,"RT @DNAinfoCHI: .@SpikeLee calls @chancetherapper a ""fraud,"" rips local critics of #Chiraq https://t.co/z3O29Z6yOc https://t.co/ywi1GZSGqL"
